Key,Doc Num,Frequency,IDF
sinh_thái,6,7,6.214608098422191
gìn_giữ,3,5,6.907755278982137
bản_địa,3,3,6.907755278982137
du_khách,22,25,4.915325114291931
xét,6,9,6.214608098422191
góc_độ,1,1,8.006367567650246
hội_tụ,4,4,6.620073206530356
đầy_đủ,7,7,6.060457418594933
cao_nguyên,3,3,6.907755278982137
biện,1,1,8.006367567650246
p,28,36,4.674163057475043
n234,3,3,6.907755278982137
u_r245,1,1,8.006367567650246
178ttg,2,2,7.313220387090301
cn,5,5,6.396929655216146
k253,5,5,6.396929655216146
th250,1,1,8.006367567650246
th225,19,26,5.061928588483807
gỡ,9,12,5.809142990314028
sáng_chế,1,2,8.006367567650246
rơi,30,40,4.605170185988092
fold,1,2,8.006367567650246
gập,3,5,6.907755278982137
dường_như,8,8,5.926926025970411
vất_vả,7,7,6.060457418594933
dậu,2,3,7.313220387090301
dự_đoán,13,21,5.44141821018871
vận_hạn,2,2,7.313220387090301
công_danh,3,3,6.907755278982137
tiền_bạc_tình_duyên,2,2,7.313220387090301
khẩn_trương,11,14,5.608472294851876
178,1,1,8.006367567650246
tháo_gỡ,8,11,5.926926025970411
243,3,3,6.907755278982137
s244,5,8,6.396929655216146
1h45,1,3,8.006367567650246
dubai,1,3,8.006367567650246
0h30,1,3,8.006367567650246
44,45,50,4.199705077879927
nẵng,3,4,6.907755278982137
433qđ,1,1,8.006367567650246
13032023,1,1,8.006367567650246
hình_thức,7,9,6.060457418594933
1h,2,4,7.313220387090301
uruguay,1,3,8.006367567650246
18h,2,4,7.313220387090301
